titre,contenu_nettoye,categorie
IEMS-TA : la deuxième promotion de l’École d’État-Major entame sa formation,"L’Institut de l’Enseignement Militaire Supérieur Tiéfo AMORO (IEMS-TA) a accueilli, le mardi 9 juin 2026, la cérémonie officielle de rentrée académique de la deuxième promotion de l’École d’État-Major (EEM). La cérémonie a été présidée par le Général de Brigade Moussa DIALLO, Chef d’État-Major Général des Armées.
Cette nouvelle promotion est composée de 38 stagiaires, dont 34 officiers burkinabè, parmi lesquels quatre femmes, et quatre officiers issus de la Confédération des États du Sahel (AES), à savoir deux Maliens et deux Nigériens. Cette présence témoigne du renforcement de la coopération militaire entre les pays membres de l’AES.
Prévue pour une durée de six mois, la formation vise à renforcer les capacités de commandement et de planification des cadres militaires. Elle s’inscrit dans la vision des plus hautes autorités du pays de promouvoir une formation militaire supérieure endogène, de qualité et adaptée aux réalités opérationnelles nationales.
Selon le lieutenant-colonel Clément DAILA, Commandant de l’École d’État-Major, le programme a connu une augmentation significative du volume horaire afin d’intégrer les enseignements tirés des différents théâtres d’opérations. Cette adaptation vise à mieux préparer les stagiaires aux exigences du commandement et aux défis sécuritaires actuels.
À travers cette deuxième promotion, l’IEMS-TA poursuit sa mission de formation des officiers appelés à occuper des fonctions de responsabilité au sein des Forces armées, tout en contribuant au renforcement de l’intégration militaire entre les États de l’AES.",Sécurité
Initiative présidentielle pour la Santé : les chantiers des Centres médicaux communaux du Kadiogo progressent à un rythme satisfaisant,"Le Ministre Directeur de cabinet du Président du Faso, le Capitaine Martha Céleste Anderson Dekomwin MÉDAH, accompagné du ministre de la Santé, Lucien Robert Jean-Claude KARGOUGOU, et du Coordonnateur national de l’Initiative présidentielle pour la Santé (IPS), Drissa TRAORÉ, a effectué le mardi 9 juin 2026 une visite de terrain sur plusieurs sites de construction de Centres médicaux communaux (CMC) dans la région du Kadiogo.
Cette sortie a conduit la délégation sur les sites de Bassinko, Pabré, Gampèla et Nagrin afin d’évaluer l’état d’avancement des travaux. À l’issue de la visite, le Ministre Directeur de cabinet s’est félicité de la progression des chantiers, dont le taux de réalisation est estimé entre 70 % et 75 %.
« Nous avons visité nos Centres médicaux communaux et nous repartons très satisfaits de la tendance générale des travaux observée sur l’ensemble des sites », a-t-il déclaré.
Selon le Coordonnateur national de l’IPS, Drissa TRAORÉ, cette avancée significative est le résultat d’un suivi rigoureux et d’une accélération du rythme d’exécution des travaux. Il a également indiqué que la phase d’acquisition des équipements médicaux est déjà engagée et que leur arrivée sur les différents sites est imminente.
Le Ministre Directeur de cabinet a salué l’implication des populations bénéficiaires dans le suivi des réalisations et les a exhortées à poursuivre leurs efforts afin de garantir une exécution optimale des projets.
Pour sa part, le ministre de la Santé, Lucien Robert Jean-Claude KARGOUGOU, a mis en avant la vision du Président du Faso visant à rapprocher des populations des soins de santé modernes et de qualité.
Les Centres médicaux communaux en cours de construction s’inscrivent dans le cadre de l’Initiative présidentielle pour la Santé, un vaste programme d’investissement qui prévoit la réalisation de 55 infrastructures sanitaires à travers plusieurs régions du Burkina Faso.",Santé
Courtage d’assurance : le Premier ministre réaffirme le soutien du Gouvernement à l’inclusion financière,"Le Premier ministre, Rimtalba Jean Emmanuel Ouédraogo, a reçu en audience, ce mardi 9 juin 2026 à Ouagadougou, une délégation de la Fédération interafricaine des assureurs conseils (FIAC), conduite par son président par intérim, Vakaramoko Samaké. Les échanges ont porté sur l’organisation de la 16ᵉ Assemblée générale annuelle de la Fédération, prévue du 10 au 13 juin 2026 dans la capitale burkinabè.
Placée sous le thème « Le rôle du courtage d’assurance dans l’élargissement de l’accès et l’amélioration du taux de pénétration », cette rencontre ambitionne de renforcer la contribution du courtage d’assurance à l’inclusion financière et à la protection des populations face aux risques.
L’événement réunira près de 200 courtiers d’assurance issus des 14 pays membres de la Conférence interafricaine des marchés d’assurance (CIMA), ainsi que des représentants de la Guinée et du Ghana.
À l’issue de l’audience, Vakaramoko Samaké a salué l’engagement du Premier ministre, qui a accepté de patronner cette édition. Selon lui, les assureurs conseils jouent un rôle de plus en plus important dans le développement économique des États africains à travers la création d’emplois et l’accompagnement des populations.
« Cette assemblée générale marque une nouvelle étape dans l’évolution de notre profession. Le thème consacré à l’inclusion financière traduit notre volonté de rapprocher davantage les services d’assurance des populations », a-t-il indiqué.
Pour sa part, le Chef du Gouvernement a exprimé sa satisfaction quant au choix porté sur Ouagadougou pour accueillir cette rencontre régionale, y voyant une marque de confiance et de fraternité envers le Burkina Faso.
Rimtalba Jean Emmanuel Ouédraogo a également souligné la place stratégique de l’assurance dans le développement économique et social, notamment dans un contexte où les risques deviennent de plus en plus diversifiés.
« Aujourd’hui, l’assurance est indispensable dans de nombreux secteurs. En milieu rural, par exemple, l’assurance climatique apparaît comme une réponse aux nouveaux défis auxquels sont confrontées les populations », a-t-il relevé.
Réaffirmant la disponibilité du Gouvernement à accompagner les acteurs du secteur, le Premier ministre a assuré que les recommandations qui émergeront des travaux de l’Assemblée générale seront examinées avec attention. Il a également appelé les professionnels du courtage à renforcer leur unité et à s’adapter aux évolutions du monde contemporain.
À travers cette audience, le Gouvernement réitère son ambition de faire du secteur de l’assurance un levier de résilience économique, de protection sociale et d’inclusion financière au Burkina Faso.",Économie
Mobilisation des eaux de surface : Le Camarade Ministre d’Etat Ismaël Sombié visite le barrage de Kokologho reconstruit pour renforcer la souveraineté alimentaire du Burkina,"Le Ministère de l’Agriculture, de l’Eau, des Ressources animales et halieutiques poursuit la mise en œuvre de son ambitieux programme de mobilisation et de valorisation des ressources en eau, conformément à la vision du Camarade Président du Faso, Son Excellence le Capitaine Ibrahim TRAORÉ, qui fait de la souveraineté alimentaire une priorité nationale.
Dans cette dynamique, l’Office national des barrages et des aménagements hydro-agricoles (ONBAH) a conduit les travaux de reconstruction du barrage de Kokologho, situé dans le Boulkiemdé, région du Nando.
Fidèle à son principe de suivi rapproché des chantiers stratégiques, le Ministre d’État, Ministre de l’Agriculture, de l’Eau, des Ressources animales et halieutiques, le Camarade Commandant Ismaël SOMBIÉ, s’est rendu sur le site ce mardi 9 juin 2026 afin de constater de visu l’état des travaux réalisés.
Au cours de cette visite, le Camarade Ministre d’État a pu apprécier la qualité des travaux réalisés sur cet ouvrage qui était fortement dégradé depuis plus d’une quinzaine d’années. Sa reconstruction marque une étape importante dans le renforcement des capacités de stockage des eaux de surface et dans la sécurisation des activités agricoles de la zone.
Au-delà de la restauration de l’ouvrage, cette infrastructure ouvre de nouvelles perspectives pour le développement agricole local. Grâce à l’existence d’un périmètre aménageable d’environ vingt-cinq hectares, le barrage de Kokologho offre désormais l’opportunité de promouvoir une production agricole continue tout au long de l’année, de diversifier les spéculations, d’accroître les rendements et de renforcer durablement les revenus des producteurs.
Convaincu du potentiel de cet ouvrage pour transformer durablement les conditions de production des populations, le Ministre d’État Ismaël SOMBIÉ a instruit séance tenante ses services techniques d’engager les diligences nécessaires en vue de l’aménagement du périmètre hydroagricole, afin que les producteurs puissent tirer pleinement profit de cette infrastructure stratégique.
Cette disponibilité accrue de l’eau constitue un levier majeur pour l’intensification de l’agriculture irriguée et la réduction de la dépendance aux aléas climatiques, contribuant ainsi à l’atteinte de l’objectif de souveraineté alimentaire porté par les plus hautes autorités du pays.
DCRP/MAERA",Économie
Examen du Mali sur les pires formes de travail des enfants : Le Burkina Faso exprime sa solidarité avec le Mali,"(Genève, 8 juin 2026). Les travaux de la 114e Conférence internationale du Travail se poursuivent à Genève.
La Commission de l’Application des Normes a examiné le mercredi 3 juin 2026 le cas individuel du Mali dans le cadre de l’application de la Convention (nº 182) sur les pires formes de travail des enfants. Son Excellence Camarade Sabine BAKYONO KANZIE, Ambassadeur, Représentante permanente du Burkina Faso à Genève a, à cet effet fait une déclaration au nom du Burkina Faso en soutien au pays frère de la Confédération des Etats du Sahel, le Mali.
Dans son intervention, Son Excellence Camarade Sabine BAKYONO KANZIE a salué les efforts remarquables du Gouvernement malien pour se conformer aux dispositions de ladite Convention bien que des défis demeurent. Elle a dit partager les préoccupations exprimées par la délégation malienne concernant certaines allégations infondées qui ne distinguent pas les agissements des groupes terroristes qui ne sont pas imputables à l’Etat malien.
Son Excellence a appelé la communauté internationale à accompagner le Mali et les autres pays de l’AES dans leurs efforts de lutte contre le terrorisme et de développement plutôt que de se limiter à des narratifs et des affirmations d’Etats, d’organisations non gouvernementales et d’individus aux agendas cachés.
Elle a soutenu que le traitement non objectif et partisan de la situation n’est pas de nature à favoriser une collaboration constructive dans la lutte contre les pires formes de travail des enfants avant de réaffirmer la solidarité du Burkina Faso à la République sœur du Mali ainsi que son engagement à œuvrer ensemble pour une mise en œuvre effective de la Convention N°182 dans la sous-région.
Ambassade, Mission permanente du Burkina Faso à Genève",Politique
Coopération multilatérale : le nouveau Chef du Bureau de l’ONUDC présente ses priorités au ministre des Affaires étrangères,"Ouagadougou, le 8 juin 2026
Le ministre des Affaires étrangères, Son Excellence le Camarade Karamoko Jean Marie TRAORÉ, accompagné du ministre délégué, le Camarade Bêbgnasgnan Stella Eldine KABRÉ/KABORÉ, a reçu en audience, le vendredi 5 juin 2026, le nouveau Chef du Bureau de l’Office des Nations Unies contre la Drogue et le Crime (ONUDC) au Burkina Faso, Dr Anselme Siméon SANOU.
Cette rencontre a permis au nouveau responsable de l’ONUDC de présenter les grandes orientations de son mandat ainsi que les priorités stratégiques de l’institution. Il a également sollicité l’accompagnement du département en charge des Affaires étrangères pour la mise en œuvre efficace des programmes et projets de l’organisation au Burkina Faso.
Selon Dr Anselme Siméon SANOU, les axes d’intervention de l’ONUDC s’inscrivent pleinement dans les priorités du Gouvernement burkinabè, notamment dans la lutte contre la criminalité organisée, le trafic et la consommation de drogues, le trafic illicite d’armes ainsi que le terrorisme.
Au cours des échanges, le Chef du Bureau de l’ONUDC a réaffirmé l’engagement de son institution à accompagner les efforts déployés par les autorités burkinabè pour relever les défis sécuritaires et renforcer la stabilité du pays.
Le ministre des Affaires étrangères a, pour sa part, félicité Dr SANOU pour sa nomination à la tête du Bureau de l’ONUDC au Burkina Faso. Il a souligné que la connaissance du terrain et du contexte national constitue un atout majeur pour la réussite des actions de l’organisation.
Tout en l’encourageant à renforcer la collaboration avec les structures communautaires et les institutions nationales, le Chef de la diplomatie burkinabè a réaffirmé la disponibilité de son département à travailler aux côtés de l’ONUDC afin de contribuer à la consolidation de la sécurité, de la paix et du développement au Burkina Faso.",Politique
Burkina Faso : Suspension de tous les concours de beauté sur l’ensemble du territoire national,"Le Ministère de la Communication, de la Culture, des Arts et du Tourisme porte à la connaissance des promoteurs et organisateurs de concours de beauté qu’un processus d’élaboration de nouveaux textes réglementaires est en cours dans le but d’encadrer de manière plus rigoureuse et harmonisée l’organisation de ces évènementiels sur l’ensemble du territoire national.
Cette initiative s’inscrit dans la dynamique actuelle de préservation, de promotion et de valorisation du patrimoine culturel national conformément aux idéaux de la Révolution Progressiste Populaire. Elle vise également à garantir le respect de l’identité culturelle burkinabè, des valeurs morales et sociales ainsi que des principes éthiques et de dignité humaine qui fondent notre société.
Dans l’attente de l’entrée en vigueur de cette réglementation, l’organisation de tout concours de beauté est suspendue sur l’ensemble du territoire national. Par conséquent, aucune autorisation y relative ne pourra être délivrée durant cette période transitoire.
Le Ministère veillera au respect de cette mesure dans l’intérêt de l’assainissement et de la structuration du secteur, ainsi que de la préservation et de la promotion des valeurs culturelles nationales.
Le présent communiqué prend effet à compter de sa date de signature
lire le communiqué",Culture
Rossotroudnitchestvo et l’Organisation autonome à but non lucratif « Eurasia » ouvriront une Maison russe au Togo,"Ce projet s’inscrit dans un programme plus large visant à créer un réseau de Maisons russes partenaires à travers le monde. L’objectif principal du centre au Togo est de répondre à la demande croissante d’apprentissage de la langue russe, d’accès à l’éducation russe, ainsi que de développer des liens culturels directs entre les peuples.
« Le bon voisinage, c’est par exemple, soutenir l’établissement d’une Maison russe dans notre pays, qui pourrait servir de levier pour intensifier la coopération avec la Russie dans le domaine de l’enseignement artistique, ainsi que les échanges d’expériences et de connaissances dans les domaines de la musique, de la littérature, du cinéma, et des pratiques russes, notamment en matière de préservation et de transmission du patrimoine, y compris dans le cadre de la coopération muséale », a déclaré le ministre du tourisme, de la culture et des arts du Togo, le Professeur Isaac TCHIAKPE, lors du forum « Eurasia, territoire des valeurs traditionnelles ».
Comme l’a indiqué Petr Fradkov, président de la PJSC Bank PSB et membre du Conseil de surveillance de l’Organisation autonome à but non lucratif « Eurasia », l’ouverture de la Maison russe constituera une étape importante dans le renforcement des relations de long terme.
« Il s’agit d’un projet important, qui comprend l’enseignement de la langue russe, le renforcement des liens avec la Russie et la promotion de la culture russe. Il contribue à faire connaître nos valeurs à travers le monde. Ce projet mérite une attention particulière, dans la mesure où nous espérons qu’il deviendra un projet pilote pour un réseau de Maisons russes à travers le monde », a déclaré M. Fradkov.
La députée à la Douma d’État et présidente du Conseil de l’Organisation autonome à but non lucratif « Eurasia », Alyona Arshinova, a souligné que la mission du projet est de mettre à la disposition des populations du Togo et d’autres pays du continent un véritable instrument de coopération, allant de l’accès à la littérature et à la culture russes à des stages éducatifs concrets et des échanges de jeunes.
Le forum « Eurasia, territoire des valeurs traditionnelles », organisé à l’occasion du deuxième anniversaire de l’Organisation autonome à but non lucratif « Eurasia », s’est tenu au Centre national RUSSIA. Il a réuni plus de 800 participants, parmi lesquels des ministres, ainsi que des représentants des milieux des affaires, de l’éducation, de la culture, des médias et des organisations publiques venus de toute l’Eurasie et du continent africain.",Culture
Opération « Gnamiyan Gnanaman » : la CNLF met hors d’état de nuire un important réseau de fraude et saisit plus de 131 millions FCFA de produits illicites,"La Coordination nationale de lutte contre la fraude (CNLF) a dévoilé, ce jeudi, les résultats de l’opération spéciale « Gnamiyan Gnanaman » (« Saison saine » en dioula), menée sur plusieurs axes stratégiques du territoire national. Cette vaste offensive contre les réseaux de fraude a permis la saisie de produits prohibés et dangereux d’une valeur globale estimée à plus de 131,84 millions FCFA.
Face à la presse, le Coordonnateur national de la CNLF, Dr Mohamadi Compaoré, a indiqué que cette opération s’inscrit dans la volonté des autorités de protéger la santé publique, préserver l’environnement et défendre l’économie nationale contre les pratiques frauduleuses.
Parmi les importantes saisies enregistrées figure un chargement de 2 352 plaquettes d’œufs introduits frauduleusement sur le territoire national. Dissimulés sous des régimes de bananes plantains et destinés à Ouagadougou, ces œufs, estimés à près de 6 millions FCFA, ont été déclarés impropres à la consommation humaine à l’issue d’analyses effectuées par les services compétents.
Les agents de la CNLF ont également intercepté un camion transportant des pesticides de contrebande d’une valeur de 65 millions FCFA. Quelques jours plus tard, un véhicule de tourisme a été surpris en train d’acheminer clandestinement 50 cartons de pesticides évalués à 2,1 millions FCFA.
La traque s’est poursuivie le 29 mai dernier à Kombissiri avec la saisie de 345 cartons de produits chimiques toxiques estimés à 15 millions FCFA. Le 2 juin, entre Laba et Boromo, les équipes de contrôle ont mis la main sur 241 cartons de pesticides d’une valeur de 8,5 millions FCFA.
Le même jour, à Ipelcé, un camion-citerne transportant 24 000 litres de carburant détourné de sa destination privilégiée a été intercepté. La valeur de cette cargaison est estimée à 33,24 millions FCFA.
Dans la région de l’Ouest, la Brigade d’enquêtes et de recherches de l’Ouest (BERO) a également réalisé une importante saisie d’amphétamines d’une valeur de 2 millions FCFA, empêchant ainsi la circulation de substances psychotropes particulièrement dangereuses pour les jeunes.
Pour Dr Mohamadi Compaoré, ces opérations constituent bien plus qu’un simple manque à gagner pour les fraudeurs. Elles permettent avant tout de protéger les producteurs agricoles, les consommateurs et l’environnement contre les effets néfastes des produits prohibés et de mauvaise qualité.
Le Coordonnateur national a par ailleurs rappelé que les faits constatés relèvent de plusieurs infractions graves prévues et réprimées par le Code des douanes ainsi que par les textes encadrant la gestion des pesticides, la protection des consommateurs et la commercialisation des produits pétroliers au Burkina Faso.
Tout en saluant le professionnalisme et l’engagement des agents déployés sur le terrain, il a lancé un appel à la vigilance citoyenne et à une collaboration accrue des populations afin de renforcer l’efficacité de la lutte contre la fraude sous toutes ses formes.
Au total, l’opération « Gnamiyan Gnanaman » a permis de retirer du circuit commercial des produits susceptibles de mettre en danger la santé des populations, de compromettre les activités agricoles et de porter atteinte à l’économie nationale.",Sécurité
Plan RELANCE 2026-2030 : le Premier ministre appelle les acteurs à l’action et à la culture du résultat,"Le Premier ministre, Chef du Gouvernement, Rimtalba Jean Emmanuel Ouédraogo, a présidé, ce vendredi 5 juin 2026 à Ouagadougou, la session 2026 du Comité d’orientation stratégique du Plan RELANCE 2026-2030. Cette rencontre a réuni les membres du Gouvernement, les gouverneurs des régions, les responsables des structures de mise en œuvre et de suivi des politiques publiques, les acteurs du secteur privé ainsi que la faîtière des organisations de la société civile.
Placée sous le signe de la souveraineté, de la résilience et de la transformation structurelle de l’économie nationale, cette session intervient dans un contexte marqué par la poursuite des efforts de reconquête du territoire national, de consolidation de la sécurité et de refondation du modèle de développement du Burkina Faso.
Au cours des travaux, le bilan de la dernière année de mise en œuvre du référentiel précédent a été présenté aux participants. Les membres du Comité d’orientation stratégique ont ainsi examiné le Rapport annuel de performance 2025 de la Politique nationale de développement, ainsi que les acquis enregistrés sur la période 2021-2025.
Le Premier ministre a salué les performances réalisées dans la mise en œuvre du Plan d’action pour la stabilisation et le développement 2023-2025. Pour la dernière année de ce référentiel, il a notamment relevé que le taux de croissance du produit intérieur brut réel est passé de 4,8 % en 2024 à 5,3 % en 2025. Le niveau global d’exécution de la Politique nationale de développement est, quant à lui, estimé à 85,5 %, malgré un contexte national et international exigeant.
Ces acquis, a-t-il souligné, doivent être consolidés et amplifiés. « L’heure n’est plus aux ambitions modestes. Elle est à l’audace, à la discipline, à l’innovation et au sacrifice patriotique. Notre peuple attend de nous des résultats concrets, visibles et durables », a-t-il insisté. Cet appel se traduit dans la Matrice des réformes stratégiques et des investissements structurants du Plan RELANCE 2026-2030, présentée aux participants.
Le Chef du Gouvernement a rappelé que le Plan RELANCE s’inscrit dans la dynamique de la Révolution progressiste populaire, proclamée le 1er avril 2025 par le Président du Faso, le Capitaine Ibrahim Traoré. Il constitue, selon le Premier ministre, l’expression opérationnelle de la RPP dans le domaine du développement économique et social. Il vise à bâtir une économie nationale plus résiliente, souveraine et inclusive, fondée sur la valorisation des ressources internes, la transformation structurelle de l’appareil productif et l’appropriation nationale du processus de développement.
Parmi les principales orientations du Plan figurent la consolidation de la sécurité et la restauration complète de l’intégrité territoriale, le renforcement de la souveraineté économique, l’accélération de la transformation industrielle et agro-sylvo-pastorale, le développement des infrastructures structurantes, la promotion du capital humain et de l’emploi des jeunes, ainsi que le renforcement de la gouvernance patriotique.
Le Chef du Gouvernement a également mis l’accent sur l’appropriation nationale du processus de développement. Il a appelé à une plus grande responsabilisation des administrations publiques, à une meilleure mobilisation des ressources internes, à une participation accrue des collectivités territoriales, du secteur privé national, des communautés et des organisations de la société civile, ainsi qu’à une culture renforcée du résultat et de la redevabilité.
« Nous devons faire en sorte que le développement du Burkina Faso soit désormais pensé, financé, exécuté et évalué d’abord par les Burkinabè eux-mêmes, dans l’intérêt exclusif du peuple burkinabè », a-t-il affirmé.
La réussite du Plan RELANCE constitue un impératif national. Elle doit permettre de renforcer la souveraineté alimentaire, de promouvoir la transformation locale des ressources minières et agricoles, d’améliorer l’accès des populations aux services sociaux de base, de développer les infrastructures énergétiques, routières et industrielles, de moderniser l’administration publique et de créer durablement des emplois pour la jeunesse.
« Cette réussite exige l’engagement patriotique de tous les acteurs, la mobilisation de toutes les énergies nationales et une culture permanente du résultat », a-t-il soutenu, avant de donner des orientations précises aux ministres, aux présidents des Cadres sectoriels de dialogue, aux gouverneurs de région, aux responsables de programmes et à l’ensemble des acteurs de la mise en œuvre et du suivi des politiques publiques.
Le Chef du Gouvernement leur a donné instruction de faire preuve de responsabilité, de célérité et de détermination, afin de traduire les orientations du Plan RELANCE en résultats concrets, dans une logique d’obligation de résultat et de redevabilité. Ils devront également accélérer l’exécution des réformes stratégiques et des investissements structurants, renforcer la mobilisation des ressources internes et accorder une priorité accrue aux secteurs de la production et de la transformation.
Cette session 2026 du Comité d’orientation stratégique marque ainsi une étape majeure dans l’opérationnalisation du Plan RELANCE, l’un des principaux instruments de transformation économique et sociale du Burkina Faso pour les cinq prochaines années.
DCRP/Primature",Politique
Montée des couleurs nationales  : le Ministre d’État appelle les Forces armées nationales à renforcer leur engagement,"Le Général de Division Célestin SIMPORÉ, Ministre d’État, Ministre de la Guerre et de la Défense Patriotique, a présidé ce vendredi 5 juin 2026 la cérémonie solennelle de montée des couleurs nationales de la garnison de Ouagadougou. La cérémonie s’est déroulée en présence du Général de Brigade Moussa DIALLO, Chef d’État-Major Général des Armées.
Organisée par le Groupement Central des Armées, cette activité s’est tenue au Camp Guillaume OUÉDRAOGO, sur la place d’armes de l’Institut Supérieur de Logistique de Ouagadougou.
À cette occasion, le Ministre d’État a salué l’engagement, le courage et le sens du sacrifice des forces combattantes engagées dans les opérations de sécurisation et de reconquête du territoire national. Il leur a rendu un hommage appuyé pour les efforts consentis au service de la Nation.
Faisant le point des actions menées au cours des derniers mois, le Général de Division Célestin SIMPORÉ a invité l’ensemble des personnels des Forces armées nationales à maintenir le cap et à redoubler de détermination face aux défis sécuritaires. Il a également insisté sur l’importance des valeurs de discipline, de patriotisme, d’intégrité et de cohésion qui constituent le socle de l’action révolutionnaire et de la défense de la patrie.",Sécurité
Sécurité routière : Les cylindrées d’une puissance de 50 à 125cm2 doivent circuler sur les pistes ou les bandes cyclables,"La police municipale dans une publication du vendredi 5 juin 2026 invite les conducteurs de vélomoteur (cylindrée d’une puissance de 50 à 125 cm2) à rouler sur les pistes ou bandes cyclables. Cette information qui est un rappel émane de l’article 15 du décret 2003-418/PRESS/PM/MITH/SECU/MJ/DEJ portant définition et répression de contravention en matière de circulation routière.
Certains usagers des motos d’une cylindrée d’une puissance de 50 à 125cm2 qui roulaient sur la chaussée doivent maintenant rouler sur la piste cyclable ou la bande cyclable. Le nom respect de l’obligation est punie d’une amende de 3000F",Société
